step,prefix_optimized_lr
1,0.0003
2,0.0002999999997184379
3,0.0002999999994368757
4,0.0002999999991553136
5,0.00029999999887375147
6,0.00029999999859218937
7,0.0002999999983106272
8,0.0002999999980290651
9,0.00029999999774750296
10,0.0002999999974659408
11,0.00029999999718437865
12,0.00029999999690281655
13,0.0002999999966212544
14,0.0002999999963396923
15,0.00029999999605813014
16,0.000299999995776568
17,0.00029999999549500583
18,0.00029999999521344373
19,0.0002999999949318816
20,0.0002999999946503195
21,0.0002999999943687574
22,0.0002999999940871952
23,0.0002999999938056331
24,0.00029999999352407097
25,0.00029999999324250887
26,0.0002999999929609467
27,0.0002999999926793846
28,0.00029999999239782246
29,0.0002999999921162603
30,0.00029999999183469815
31,0.00029999999155313605
32,0.0002999999912715739
33,0.0002999999909900118
34,0.00029999999070844964
35,0.00029999999042688754
36,0.0002999999901453254
37,0.0002999999898637633
38,0.00029999998958220113
39,0.00029999998930063903
40,0.0002999999890190769
41,0.0002999999887375148
42,0.0002999999884559526
43,0.00029999998817439047
44,0.00029999998789282837
45,0.0002999999876112662
46,0.0002999999873297041
47,0.0002999999870481419
48,0.0002999999867665798
49,0.00029999998648501765
50,0.00029999998620345555
51,0.0002999999859218934
52,0.0002999999856403313
53,0.00029999998535876915
54,0.00029999998507720705
55,0.0002999999847956449
56,0.0002999999845140828
57,0.00029999998423252064
58,0.00029999998395095854
59,0.0002999999836693964
60,0.0002999999833878343
61,0.00029999998310627213
62,0.00029999998282471003
63,0.0002999999825431479
64,0.0002999999822615858
65,0.00029999998198002357
66,0.00029999998169846147
67,0.0002999999814168993
68,0.0002999999811353372
69,0.00029999998085377506
70,0.0002999999805722129
71,0.0002999999802906508
72,0.00029999998000908865
73,0.00029999997972752655
74,0.0002999999794459644
75,0.0002999999791644023
76,0.00029999997888284014
77,0.00029999997860127804
78,0.0002999999783197159
79,0.0002999999780381538
80,0.00029999997775659163
81,0.00029999997747502953
82,0.0002999999771934673
83,0.0002999999769119052
84,0.0002999999766303431
85,0.00029999997634878097
86,0.0002999999760672188
87,0.0002999999757856567
88,0.00029999997550409456
89,0.00029999997522253246
90,0.0002999999749409703
91,0.0002999999746594082
92,0.00029999997437784605
93,0.00029999997409628395
94,0.0002999999738147218
95,0.0002999999735331597
96,0.00029999997325159754
97,0.0002999999729700354
98,0.0002999999726884733
99,0.00029999997240691114
100,0.000299999972125349
101,0.0002999999718437869
102,0.0002999999715622247
103,0.00029999997128066257
104,0.00029999997099910047
105,0.0002999999707175383
106,0.0002999999704359762
107,0.00029999997015441406
108,0.00029999996987285196
109,0.0002999999695912898
110,0.0002999999693097277
111,0.00029999996902816556
112,0.00029999996874660346
113,0.0002999999684650413
114,0.0002999999681834792
115,0.00029999996790191705
116,0.00029999996762035495
117,0.00029999996733879274
118,0.0002999999670572307
119,0.00029999996677566854
120,0.00029999996649410644
121,0.00029999996621254423
122,0.00029999996593098213
123,0.00029999996564942
124,0.0002999999653678579
125,0.0002999999650862957
126,0.00029999996480473357
127,0.00029999996452317147
128,0.0002999999642416093
129,0.0002999999639600472
130,0.00029999996367848506
131,0.00029999996339692296
132,0.0002999999631153608
133,0.0002999999628337987
134,0.00029999996255223655
135,0.00029999996227067445
136,0.0002999999619891123
137,0.0002999999617075502
138,0.000299999961425988
139,0.0002999999611444259
140,0.00029999996086286373
141,0.00029999996058130163
142,0.0002999999602997395
143,0.0002999999600181774
144,0.0002999999597366153
145,0.0002999999594550531
146,0.000299999959173491
147,0.00029999995889192887
148,0.00029999995861036677
149,0.0002999999583288046
150,0.00029999995804724246
151,0.00029999995776568036
152,0.0002999999574841182
153,0.00029999995720255605
154,0.00029999995692099395
155,0.0002999999566394318
156,0.0002999999563578697
157,0.00029999995607630755
158,0.00029999995579474545
159,0.0002999999555131833
160,0.00029999995523162114
161,0.00029999995495005904
162,0.0002999999546684969
163,0.00029999995438693473
164,0.00029999995410537263
165,0.00029999995382381053
166,0.0002999999535422484
167,0.0002999999532606862
168,0.0002999999529791241
169,0.00029999995269756197
170,0.00029999995241599987
171,0.0002999999521344377
172,0.0002999999518528756
173,0.00029999995157131346
174,0.0002999999512897513
175,0.0002999999510081892
176,0.0002999999507266271
177,0.00029999995044506495
178,0.0002999999501635028
179,0.0002999999498819407
180,0.00029999994960037854
181,0.00029999994931881644
182,0.0002999999490372543
183,0.0002999999487556922
184,0.00029999994847413
185,0.0002999999481925679
186,0.0002999999479110057
187,0.0002999999476294436
188,0.00029999994734788147
189,0.00029999994706631937
190,0.0002999999467847572
191,0.0002999999465031951
192,0.00029999994622163296
193,0.00029999994594007086
194,0.0002999999456585087
195,0.00029999994537694655
196,0.00029999994509538445
197,0.0002999999448138223
198,0.0002999999445322602
199,0.00029999994425069804
200,0.00029999994396913594
201,0.0002999999436875738
202,0.00029999994340601163
203,0.00029999994312444953
204,0.0002999999428428874
205,0.0002999999425613253
206,0.0002999999422797631
207,0.00029999994199820097
208,0.00029999994171663887
209,0.0002999999414350767
210,0.0002999999411535146
211,0.00029999994087195246
212,0.00029999994059039036
213,0.0002999999403088282
214,0.0002999999400272661
215,0.00029999993974570395
216,0.0002999999394641418
217,0.0002999999391825797
218,0.0002999999389010176
219,0.0002999999386194554
220,0.0002999999383378933
221,0.0002999999380563312
222,0.00029999993777476904
223,0.0002999999374932069
224,0.0002999999372116448
225,0.00029999993693008263
226,0.00029999993664852053
227,0.0002999999363669584
228,0.0002999999360853963
229,0.0002999999358038341
230,0.00029999993552227197
231,0.00029999993524070987
232,0.0002999999349591477
233,0.00029999993467758556
234,0.00029999993439602346
235,0.00029999993411446136
236,0.0002999999338328992
237,0.00029999993355133705
238,0.00029999993326977495
239,0.00029999993298821285
240,0.00029999993270665064
241,0.00029999993242508854
242,0.0002999999321435264
243,0.0002999999318619643
244,0.00029999993158040213
245,0.00029999993129884003
246,0.0002999999310172779
247,0.0002999999307357158
248,0.0002999999304541536
249,0.0002999999301725915
250,0.00029999992989102937
251,0.0002999999296094672
252,0.0002999999293279051
253,0.00029999992904634296
254,0.0002999999287647808
255,0.0002999999284832187
256,0.0002999999282016566
257,0.00029999992792009445
258,0.0002999999276385323
259,0.0002999999273569702
260,0.00029999992707540804
261,0.0002999999267938459
262,0.0002999999265122838
263,0.00029999992623072164
264,0.00029999992594915954
265,0.0002999999256675974
266,0.0002999999253860353
267,0.00029999992510447313
268,0.00029999992482291103
269,0.0002999999245413489
270,0.0002999999242597868
271,0.00029999992397822456
272,0.00029999992369666246
273,0.00029999992341510036
274,0.0002999999231335382
