step,prefix_optimized_lr
1,0.0003
2,0.0002999999997671749
3,0.0002999999995343497
4,0.0002999999993015246
5,0.00029999999906869947
6,0.00029999999883587443
7,0.0002999999986030493
8,0.0002999999983702242
9,0.000299999998137399
10,0.00029999999790457393
11,0.0002999999976717488
12,0.0002999999974389237
13,0.0002999999972060985
14,0.0002999999969732735
15,0.00029999999674044833
16,0.0002999999965076232
17,0.000299999996274798
18,0.0002999999960419729
19,0.00029999999580914777
20,0.0002999999955763227
21,0.0002999999953434976
22,0.0002999999951106725
23,0.0002999999948778474
24,0.00029999999464502223
25,0.00029999999441219713
26,0.000299999994179372
27,0.0002999999939465469
28,0.0002999999937137217
29,0.00029999999348089663
30,0.00029999999324807153
31,0.00029999999301524643
32,0.0002999999927824213
33,0.0002999999925495962
34,0.00029999999231677103
35,0.00029999999208394593
36,0.0002999999918511208
37,0.0002999999916182957
38,0.0002999999913854706
39,0.0002999999911526455
40,0.00029999999091982033
41,0.00029999999068699523
42,0.0002999999904541701
43,0.00029999999022134493
44,0.00029999998998851983
45,0.0002999999897556947
46,0.0002999999895228696
47,0.0002999999892900445
48,0.0002999999890572194
49,0.00029999998882439423
50,0.00029999998859156913
51,0.000299999988358744
52,0.0002999999881259189
53,0.00029999998789309373
54,0.0002999999876602687
55,0.00029999998742744353
56,0.00029999998719461844
57,0.0002999999869617933
58,0.0002999999867289682
59,0.00029999998649614303
60,0.00029999998626331793
61,0.0002999999860304928
62,0.0002999999857976677
63,0.0002999999855648426
64,0.0002999999853320175
65,0.00029999998509919234
66,0.00029999998486636724
67,0.0002999999846335421
68,0.000299999984400717
69,0.00029999998416789183
70,0.0002999999839350667
71,0.00029999998370224164
72,0.0002999999834694165
73,0.0002999999832365914
74,0.00029999998300376623
75,0.00029999998277094114
76,0.000299999982538116
77,0.0002999999823052909
78,0.00029999998207246573
79,0.00029999998183964064
80,0.00029999998160681554
81,0.00029999998137399044
82,0.0002999999811411653
83,0.0002999999809083402
84,0.00029999998067551504
85,0.00029999998044268994
86,0.0002999999802098648
87,0.00029999997997703974
88,0.0002999999797442146
89,0.0002999999795113895
90,0.00029999997927856434
91,0.00029999997904573924
92,0.0002999999788129141
93,0.000299999978580089
94,0.00029999997834726384
95,0.00029999997811443874
96,0.00029999997788161364
97,0.0002999999776487885
98,0.0002999999774159634
99,0.00029999997718313824
100,0.00029999997695031314
101,0.000299999976717488
102,0.0002999999764846629
103,0.00029999997625183774
104,0.0002999999760190127
105,0.00029999997578618754
106,0.00029999997555336244
107,0.0002999999753205373
108,0.0002999999750877122
109,0.00029999997485488704
110,0.00029999997462206194
111,0.00029999997438923684
112,0.00029999997415641175
113,0.0002999999739235866
114,0.0002999999736907615
115,0.00029999997345793634
116,0.00029999997322511124
117,0.0002999999729922861
118,0.000299999972759461
119,0.00029999997252663584
120,0.0002999999722938108
121,0.00029999997206098564
122,0.00029999997182816055
123,0.0002999999715953354
124,0.0002999999713625103
125,0.00029999997112968514
126,0.00029999997089686
127,0.0002999999706640349
128,0.0002999999704312098
129,0.0002999999701983847
130,0.00029999996996555954
131,0.00029999996973273445
132,0.0002999999694999093
133,0.0002999999692670842
134,0.00029999996903425904
135,0.00029999996880143394
136,0.0002999999685686088
137,0.00029999996833578375
138,0.0002999999681029586
139,0.0002999999678701335
140,0.00029999996763730835
141,0.00029999996740448325
142,0.0002999999671716581
143,0.000299999966938833
144,0.0002999999667060079
145,0.00029999996647318275
146,0.00029999996624035765
147,0.00029999996600753255
148,0.0002999999657747074
149,0.0002999999655418823
150,0.0002999999653090572
151,0.00029999996507623205
152,0.00029999996484340695
153,0.0002999999646105818
154,0.0002999999643777567
155,0.00029999996414493155
156,0.0002999999639121065
157,0.00029999996367928135
158,0.00029999996344645625
159,0.0002999999632136311
160,0.000299999962980806
161,0.00029999996274798085
162,0.00029999996251515575
