base_mae,corr_mae,delta_pct,kappa,scale,subset_mode,test_curve,test_label,train_curve,train_label,win
0.004934623402238123,0.004916646046842037,-0.36431058524003523,0.02672099323774187,100,full,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1
0.0013816404339982303,0.001276196730340923,-7.631776044087779,0.02672099323774187,100,full,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.005612615040270773,0.00539085135574248,-3.95116506186739,0.03,400,full,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.004701998914275349,0.0037648535611774924,-19.930786250346998,0.03,400,full,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,0.00318024871497847,-17.472371288683263,0.03,400,full,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.008173606778800102,0.005189834252286286,-36.504967846665096,0.03,400,full,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.006687305974578527,0.006139416293167459,-8.192980603756506,0.03,400,full,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1
0.0025579541942073844,0.002378562626322739,-7.013087579554256,0.03,400,full,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.00744534704076948,0.007213991208593133,-3.107388156784119,0.020363296999888605,25,full,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.003408385839825258,0.002773923567543761,-18.614743227369612,0.020363296999888605,25,full,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0031360955249893426,0.0026795384372440443,-14.558137151987738,0.020363296999888605,25,full,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,0.0028915911138985783,-35.558943720450905,0.020363296999888605,25,full,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
0.002926482771138891,0.002332595087485142,-20.293565009529413,0.020363296999888605,25,full,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,1
0.002504818961791151,0.0020881730391727926,-16.633773896394576,0.020363296999888605,25,full,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.007265129575917493,0.006931949289610828,-4.586019875145697,0.02933539389382345,100,full,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.0037480705220761528,0.002839408364396682,-24.243464799486738,0.02933539389382345,100,full,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.003248313740665229,0.0025944432639185212,-20.129535782242513,0.02933539389382345,100,full,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,0.004894271494075687,-13.672139492191459,0.02933539389382345,100,full,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
0.004934623402238123,0.005059992279012197,2.540596648514515,0.02933539389382345,100,full,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.0013816404339982303,0.0013227987836287752,-4.25882515606304,0.02933539389382345,100,full,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.005612615040270773,0.00539085135574248,-3.95116506186739,0.03,400,full,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.004701998914275349,0.0037648535611774924,-19.930786250346998,0.03,400,full,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0038535563963712593,0.00318024871497847,-17.472371288683263,0.03,400,full,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,0.005189834252286286,-36.504967846665096,0.03,400,full,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
0.006687305974578527,0.006139416293167459,-8.192980603756506,0.03,400,full,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,1
0.0025579541942073844,0.002378562626322739,-7.013087579554256,0.03,400,full,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.00744534704076948,0.007295783896300491,-2.008813607344373,0.013164132074861909,25,full,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.003408385839825258,0.0029982290194991495,-12.033755554715498,0.013164132074861909,25,full,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.0031360955249893426,0.002840947946342022,-9.411307031163329,0.013164132074861909,25,full,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.004487187642230267,0.0028684826708220584,-36.07393094449832,0.013164132074861909,25,full,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,0.00226661721833341,-22.548075775914544,0.013164132074861909,25,full,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.002504818961791151,0.0022354725021372516,-10.753130815541834,0.013164132074861909,25,full,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.007265129575917493,0.007070719440758923,-2.675934862923879,0.017117152863536645,100,full,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.0037480705220761528,0.00321786768550932,-14.146020824419804,0.017117152863536645,100,full,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.003248313740665229,0.002866781420221973,-11.745550180910813,0.017117152863536645,100,full,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.0056693997340904675,0.004448003785526465,-21.543655516467997,0.017117152863536645,100,full,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,0.004667630785895078,-5.410597619707902,0.017117152863536645,100,full,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.0013816404339982303,0.0012222151180248462,-11.538842672115102,0.017117152863536645,100,full,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.005612615040270773,0.005416734370162843,-3.490007219495317,0.026355400498795593,400,full,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.004701998914275349,0.0038787042107260366,-17.509461796126224,0.026355400498795593,400,full,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.0038535563963712593,0.00326204660963718,-15.349711432563451,0.026355400498795593,400,full,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.008173606778800102,0.005387563085727293,-34.085854243673374,0.026355400498795593,400,full,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,0.00615208065588257,-8.003601461195142,0.026355400498795593,400,full,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.0025579541942073844,0.002387649692848112,-6.657840149950123,0.026355400498795593,400,full,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.00744534704076948,0.00728514844824348,-2.1516605156049806,0.014100234638063053,25,full,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.003408385839825258,0.0029690627327558705,-12.889476946421963,0.014100234638063053,25,full,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0031360955249893426,0.0028199599766587057,-10.080545882980118,0.014100234638063053,25,full,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.004487187642230267,0.0028260606939437493,-37.01933328245859,0.014100234638063053,25,full,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,0.0022398852630753333,-23.461525720732546,0.014100234638063053,25,full,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,0.0022163192522429696,-11.517786871985368,0.014100234638063053,25,full,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.007265129575917493,0.007060345610878275,-2.818724193413391,0.01803053339126788,100,full,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.0037480705220761528,0.0031895757756029855,-14.900860140801264,0.01803053339126788,100,full,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.003248313740665229,0.002846422649404709,-12.37229908642432,0.01803053339126788,100,full,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.0056693997340904675,0.004431253990453002,-21.839097641896988,0.01803053339126788,100,full,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,0.004675793911889342,-5.245172108400165,0.01803053339126788,100,full,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,0.0012229178274988485,-11.487982154667097,0.01803053339126788,100,full,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.005612615040270773,0.00539085135574248,-3.95116506186739,0.03,400,full,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.004701998914275349,0.0037648535611774924,-19.930786250346998,0.03,400,full,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0038535563963712593,0.00318024871497847,-17.472371288683263,0.03,400,full,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.008173606778800102,0.005189834252286286,-36.504967846665096,0.03,400,full,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,0.006139416293167459,-8.192980603756506,0.03,400,full,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,0.002378562626322739,-7.013087579554256,0.03,400,full,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.00744534704076948,0.007194384029924619,-3.3707362392999207,0.022089066343158444,25,full,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,0.0027201535155246515,-20.192324362428728,0.022089066343158444,25,full,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0031360955249893426,0.0026408456742063216,-15.791924921824696,0.022089066343158444,25,full,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.004487187642230267,0.003050882745600338,-32.00902237990749,0.022089066343158444,25,full,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.002926482771138891,0.002449045658640591,-16.31436607817436,0.022089066343158444,25,full,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.002504818961791151,0.0020528627080286022,-18.04346983381836,0.022089066343158444,25,full,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.007265129575917493,0.00707522730950772,-2.6138868471012877,0.016720250313168705,100,full,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,0.0032301617194367737,-13.818011149707399,0.016720250313168705,100,full,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.003248313740665229,0.002875628168991425,-11.473201218472228,0.016720250313168705,100,full,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.0056693997340904675,0.004455464987594871,-21.41205071845841,0.016720250313168705,100,full,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.004934623402238123,0.0046650576913026326,-5.462741306929875,0.016720250313168705,100,full,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0013816404339982303,0.0012219097609760417,-11.560943722525218,0.016720250313168705,100,full,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.005612615040270773,0.005405935321023926,-3.6824139507860565,0.027876019715167843,400,full,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,0.003831202836310883,-18.51969968178244,0.027876019715167843,400,full,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0038535563963712593,0.00322791845634195,-16.235338883802186,0.027876019715167843,400,full,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.008173606778800102,0.005295771428102457,-35.20887936720778,0.027876019715167843,400,full,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.006687305974578527,0.006145447939830999,-8.102785139596957,0.027876019715167843,400,full,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0025579541942073844,0.002383079969569107,-6.836487730479646,0.027876019715167843,400,full,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.00744534704076948,0.00744534704076948,0.0,0.0,25,first_half,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,0
0.003408385839825258,0.003408385839825258,0.0,0.0,25,first_half,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,0
0.0031360955249893426,0.0031360955249893426,0.0,0.0,25,first_half,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,0
0.004487187642230267,0.004487187642230267,0.0,0.0,25,first_half,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0
0.002926482771138891,0.002926482771138891,0.0,0.0,25,first_half,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,0
0.002504818961791151,0.002504818961791151,0.0,0.0,25,first_half,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,0
0.007265129575917493,0.007265129575917493,0.0,0.0,100,first_half,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,0
0.0037480705220761528,0.0037480705220761528,0.0,0.0,100,first_half,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,0
0.003248313740665229,0.003248313740665229,0.0,0.0,100,first_half,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,0
0.0056693997340904675,0.0056693997340904675,0.0,0.0,100,first_half,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0
0.004934623402238123,0.004934623402238123,0.0,0.0,100,first_half,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,0
0.0013816404339982303,0.0013816404339982303,0.0,0.0,100,first_half,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,0
0.005612615040270773,0.005612435938788814,-0.003191052311168896,2.304327029311062e-05,400,first_half,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.004701998914275349,0.004701279084486178,-0.015309016490538951,2.304327029311062e-05,400,first_half,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0038535563963712593,0.0038530392226748325,-0.01342068580892919,2.304327029311062e-05,400,first_half,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.008173606778800102,0.008170199009593844,-0.0416923556329718,2.304327029311062e-05,400,first_half,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.006687305974578527,0.006686428196031855,-0.013126041338751282,2.304327029311062e-05,400,first_half,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0025579541942073844,0.0025576084468535956,-0.013516557668302731,2.304327029311062e-05,400,first_half,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.00744534704076948,0.00744534704076948,0.0,0.0,25,first_half,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,0
0.003408385839825258,0.003408385839825258,0.0,0.0,25,first_half,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,0
0.0031360955249893426,0.0031360955249893426,0.0,0.0,25,first_half,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,0
0.004487187642230267,0.004487187642230267,0.0,0.0,25,first_half,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0
0.002926482771138891,0.002926482771138891,0.0,0.0,25,first_half,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.002504818961791151,0.002504818961791151,0.0,0.0,25,first_half,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,0
0.007265129575917493,0.007265129575917493,0.0,0.0,100,first_half,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,0
0.0037480705220761528,0.0037480705220761528,0.0,0.0,100,first_half,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,0
0.003248313740665229,0.003248313740665229,0.0,0.0,100,first_half,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,0
0.0056693997340904675,0.0056693997340904675,0.0,0.0,100,first_half,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0
0.004934623402238123,0.004934623402238123,0.0,0.0,100,first_half,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.0013816404339982303,0.0013816404339982303,0.0,0.0,100,first_half,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,0
0.005612615040270773,0.005612615040270773,0.0,0.0,400,first_half,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,0
0.004701998914275349,0.004701998914275349,0.0,0.0,400,first_half,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,0
0.0038535563963712593,0.0038535563963712593,0.0,0.0,400,first_half,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,0
0.008173606778800102,0.008173606778800102,0.0,0.0,400,first_half,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0
0.006687305974578527,0.006687305974578527,0.0,0.0,400,first_half,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.0025579541942073844,0.0025579541942073844,0.0,0.0,400,first_half,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,0
0.00744534704076948,0.00744534704076948,0.0,0.0,25,first_half,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,0
0.003408385839825258,0.003408385839825258,0.0,0.0,25,first_half,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,0
0.0031360955249893426,0.0031360955249893426,0.0,0.0,25,first_half,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,0
0.004487187642230267,0.004487187642230267,0.0,0.0,25,first_half,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,0
0.002926482771138891,0.002926482771138891,0.0,0.0,25,first_half,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.002504818961791151,0.002504818961791151,0.0,0.0,25,first_half,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,0
0.007265129575917493,0.007265129575917493,0.0,0.0,100,first_half,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,0
0.0037480705220761528,0.0037480705220761528,0.0,0.0,100,first_half,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,0
0.003248313740665229,0.003248313740665229,0.0,0.0,100,first_half,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,0
0.0056693997340904675,0.0056693997340904675,0.0,0.0,100,first_half,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,0
0.004934623402238123,0.004934623402238123,0.0,0.0,100,first_half,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.0013816404339982303,0.0013816404339982303,0.0,0.0,100,first_half,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,0
0.005612615040270773,0.005612615040270773,0.0,0.0,400,first_half,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,0
0.004701998914275349,0.004701998914275349,0.0,0.0,400,first_half,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,0
0.0038535563963712593,0.0038535563963712593,0.0,0.0,400,first_half,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,0
0.008173606778800102,0.008173606778800102,0.0,0.0,400,first_half,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,0
0.006687305974578527,0.006687305974578527,0.0,0.0,400,first_half,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.0025579541942073844,0.0025579541942073844,0.0,0.0,400,first_half,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,0
0.00744534704076948,0.007391551089774161,-0.7225445731507407,0.004734970012227748,25,first_half,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.003408385839825258,0.0032608576751494076,-4.328388029079877,0.004734970012227748,25,first_half,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.0031360955249893426,0.003029934714224957,-3.3851268215035035,0.004734970012227748,25,first_half,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.004487187642230267,0.0037731345160741865,-15.91315503358748,0.004734970012227748,25,first_half,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,0.002674452492473425,-8.612054072246734,0.004734970012227748,25,first_half,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.002504818961791151,0.0024079384836777212,-3.8677636823761574,0.004734970012227748,25,first_half,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.007265129575917493,0.007100870139823808,-2.2609292012928828,0.014462486097242969,100,first_half,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.0037480705220761528,0.0033000958376354092,-11.95214128982287,0.014462486097242969,100,first_half,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.003248313740665229,0.0029259525440310805,-9.923955084712087,0.014462486097242969,100,first_half,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.0056693997340904675,0.004518202505335576,-20.305451771775207,0.014462486097242969,100,first_half,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,0.004656877687060627,-5.628508855438142,0.014462486097242969,100,first_half,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
